jar,namespace,en_path,ko_path,en_status,ko_status,en_keys,ko_keys,shared_keys,missing_in_ko,ko_only_keys,error
[1.21.1] SecurityCraft v1.10.2.1.jar,securitycraft,assets/securitycraft/lang/en_us.json,assets/securitycraft/lang/ko_kr.json,ok,ok,1564,1013,1012,552,1,
[Neoforge]ctov-3.6.3.jar,ctov,assets/ctov/lang/en_us.json,assets/ctov/lang/ko_kr.json,ok,ok,74,74,74,0,0,
accelerated-decay-neoforge-21.0.0.jar,accelerateddecay,assets/accelerateddecay/lang/en_us.json,,ok,missing,0,0,0,0,0,
actuallyadditions-1.3.26+mc1.21.1.jar,actuallyadditions,assets/actuallyadditions/lang/en_us.json,,ok,missing,1026,0,0,1026,0,
Ad-Astra-Giselle-Addon-neoforge-1.21.1-8.1.jar,ad_astra_giselle_addon,assets/ad_astra_giselle_addon/lang/en_us.json,assets/ad_astra_giselle_addon/lang/ko_kr.json,ok,ok,168,180,162,6,18,
adastra-1.21.1-1.16.19-neoforge.jar,ad_astra,assets/ad_astra/lang/en_us.json,assets/ad_astra/lang/ko_kr.json,ok,ok,831,689,414,417,275,
additional_lights-neoforge-1.21-2.1.10.jar,additional_lights,assets/additional_lights/lang/en_us.json,assets/additional_lights/lang/ko_kr.json,ok,ok,157,157,157,0,0,
AdditionalEnchantedMiner-1.21.1-neoforge-21.1.162.jar,quarryplus,assets/quarryplus/lang/en_us.json,assets/quarryplus/lang/ko_kr.json,ok,ok,241,241,241,0,0,
AdvancedAE-1.6.12-1.21.1.jar,advanced_ae,assets/advanced_ae/lang/en_us.json,assets/advanced_ae/lang/ko_kr.json,ok,ok,246,246,246,0,0,
AdvancedPeripherals-1.21.1-0.8.0a.jar,advancedperipherals,assets/advancedperipherals/lang/en_us.json,assets/advancedperipherals/lang/ko_kr.json,ok,ok,133,89,71,62,18,
ae2ct-1.21.1-1.1.1.jar,ae2ct,assets/ae2ct/lang/en_us.json,,ok,missing,19,0,0,19,0,
ae2importexportcard-1.21.1-1.6.0.jar,ae2importexportcard,assets/ae2importexportcard/lang/en_us.json,assets/ae2importexportcard/lang/ko_kr.json,ok,ok,5,5,5,0,0,
AE2NetworkAnalyzer-1.21-2.1.5-neoforge.jar,ae2netanalyser,assets/ae2netanalyser/lang/en_us.json,,ok,missing,38,0,0,38,0,
ae2wtlib-19.5.1.jar,ae2wtlib,assets/ae2wtlib/lang/en_us.json,assets/ae2wtlib/lang/ko_kr.json,ok,ok,46,26,26,20,0,
aeinfinitybooster-neoforge-1.21.1-1.0.0.58.jar,aeinfinitybooster,assets/aeinfinitybooster/lang/en_us.json,assets/aeinfinitybooster/lang/ko_kr.json,ok,ok,4,3,3,1,0,
aether-1.21.1-1.5.10-neoforge.jar,aether,assets/aether/lang/en_us.json,assets/aether/lang/ko_kr.json,ok,ok,1238,11,11,1227,0,
AkashicTome-1.8-30.jar,akashictome,assets/akashictome/lang/en_us.json,assets/akashictome/lang/ko_kr.json,ok,ok,11,3,3,8,0,
allthearcanistgear-1.21.1-21.3.2.jar,allthearcanistgear,assets/allthearcanistgear/lang/en_us.json,,ok,missing,28,0,0,28,0,
allthecompressed-1.21.1-4.4.0.jar,allthecompressed,assets/allthecompressed/lang/en_us.json,assets/allthecompressed/lang/ko_kr.json,ok,ok,1796,1670,1670,126,0,
allthemodium-3.0.1_mc_1.21.1.jar,allthemodium,assets/allthemodium/lang/en_us.json,,ok,missing,306,0,0,306,0,
alltheores-3.2.0_neoforge_1.21.1.jar,alltheores,assets/alltheores/lang/en_us.json,assets/alltheores/lang/ko_kr.json,ok,ok,516,326,314,202,12,
allthetweaks-1.21.1-2.9.4.jar,allthetweaks,assets/allthetweaks/lang/en_us.json,assets/allthetweaks/lang/ko_kr.json,ok,ok,26,26,26,0,0,
allthewizardgear-1.21.1-1.2.0.jar,allthewizardgear,assets/allthewizardgear/lang/en_us.json,assets/allthewizardgear/lang/ko_kr.json,ok,ok,16,16,16,0,0,
almostunified-neoforge-1.21.1-1.4.2.jar,almostunified,assets/almostunified/lang/en_us.json,,ok,missing,6,0,0,6,0,
amendments-1.21-2.1.9-neoforge.jar,amendments,assets/amendments/lang/en_us.json,assets/amendments/lang/ko_kr.json,ok,ok,108,57,57,51,0,
Apotheosis-1.21.1-8.7.0.jar,apotheosis,assets/apotheosis/lang/en_us.json,assets/apotheosis/lang/ko_kr.json,ok,ok,778,738,737,41,1,
ApothicAttributes-1.21.1-2.10.1.jar,apothic_attributes,assets/apothic_attributes/lang/en_us.json,assets/apothic_attributes/lang/ko_kr.json,ok,ok,161,587,1,160,586,
ApothicEnchanting-1.21.1-1.6.1.jar,apothic_enchanting,assets/apothic_enchanting/lang/en_us.json,assets/apothic_enchanting/lang/ko_kr.json,ok,ok,425,415,415,10,0,
ApothicSpawners-1.21.1-1.4.0.jar,apothic_spawners,assets/apothic_spawners/lang/en_us.json,,ok,missing,89,0,0,89,0,
appleskin-neoforge-mc1.21-3.0.9.jar,appleskin,assets/appleskin/lang/en_us.json,assets/appleskin/lang/ko_kr.json,ok,ok,22,12,12,10,0,
Applied-Mekanistics-1.6.3.jar,appmek,assets/appmek/lang/en_us.json,assets/appmek/lang/ko_kr.json,ok,ok,15,15,15,0,0,
appliedenergistics2-19.2.17.jar,ae2,assets/ae2/lang/en_us.json,assets/ae2/lang/ko_kr.json,ok,ok,1021,854,854,167,0,
AppliedFlux-1.21-2.1.5-neoforge.jar,appflux,assets/appflux/lang/en_us.json,,ok,missing,57,0,0,57,0,
Aquaculture-1.21.1-2.7.21.jar,aquaculture,assets/aquaculture/lang/en_us.json,assets/aquaculture/lang/ko_kr.json,ok,ok,291,279,279,12,0,
ars_additions-1.21.1-21.3.0.jar,ars_additions,assets/ars_additions/lang/en_us.json,,ok,missing,235,0,0,235,0,
ars_controle-1.21.1-1.6.15.jar,ars_controle,assets/ars_controle/lang/en_us.json,assets/ars_controle/lang/ko_kr.json,ok,ok,83,83,83,0,0,
ars_creo-1.21.1-5.4.0.jar,ars_creo,assets/ars_creo/lang/en_us.json,,ok,missing,18,0,0,18,0,
ars_elemancy-1.21.1-1.18.3.jar,ars_elemancy,assets/ars_elemancy/lang/en_us.json,assets/ars_elemancy/lang/ko_kr.json,ok,ok,195,325,3,192,322,
ars_elemental-1.21.1-0.7.10.1.jar,ars_elemental,assets/ars_elemental/lang/en_us.json,assets/ars_elemental/lang/ko_kr.json,ok,ok,666,675,666,0,9,
ars_nouveau-1.21.1-5.13.1.jar,ars_nouveau,assets/ars_nouveau/lang/en_us.json,assets/ars_nouveau/lang/ko_kr.json,ok,ok,2467,2382,2361,106,21,
ars_ocultas-1.21.1-2.6.1.jar,ars_ocultas,assets/ars_ocultas/lang/en_us.json,,ok,missing,1,0,0,1,0,
ars_technica-1.21.1-2.7.6.jar,ars_technica,assets/ars_technica/lang/en_us.json,,ok,missing,169,0,0,169,0,
ars_unification-1.2.20.jar,ars_unification,assets/ars_unification/lang/en_us.json,,ok,missing,11,0,0,11,0,
arseng-2.1.1-beta.jar,arseng,assets/arseng/lang/en_us.json,,ok,missing,17,0,0,17,0,
artifacts-neoforge-13.2.3.jar,artifacts,assets/artifacts/lang/en_us.json,assets/artifacts/lang/ko_kr.json,ok,ok,448,441,441,7,0,
auroral-1.21.1-1.1.1.jar,auroral,assets/auroral/lang/en_us.json,,ok,missing,148,0,0,148,0,
Auroras-1.21-1.6.2.jar,auroras,assets/auroras/lang/en_us.json,,ok,missing,1,0,0,1,0,
balm-neoforge-1.21.1-21.0.65.jar,balm,assets/balm/lang/en_us.json,,ok,missing,36,0,0,36,0,
baubley-heart-canisters-1.21.1-1.4.1.jar,bhc,assets/bhc/lang/en_us.json,assets/bhc/lang/ko_kr.json,ok,ok,66,34,34,32,0,
bellsandwhistles-0.4.7-1.21.1.jar,bellsandwhistles,assets/bellsandwhistles/lang/en_us.json,assets/bellsandwhistles/lang/ko_kr.json,ok,ok,39,28,28,11,0,
better-advanced-tooltips-2101.1.0-build.5.jar,betteradvancedtooltips,assets/betteradvancedtooltips/lang/en_us.json,,ok,missing,5,0,0,5,0,
better-compatability-checker-neoforge-21.1.8.jar,bcc,assets/bcc/lang/en_us.json,,ok,missing,2,0,0,2,0,
BetterAdvancements-NeoForge-1.21.1-0.4.3.21.jar,betteradvancements,assets/betteradvancements/lang/en_us.json,,ok,missing,1,0,0,1,0,
bibliobiomes-1.21.1-1.6.1.jar,bibliobiomes,assets/bibliobiomes/lang/en_us.json,,ok,missing,9577,0,0,9577,0,
bibliocraft-1.21.1-1.6.5.jar,bibliocraft,assets/bibliocraft/lang/en_us.json,,ok,missing,2021,0,0,2021,0,
bibliowoods-1.21.1-1.6.2.jar,bibliowoods,assets/bibliowoods/lang/en_us.json,,ok,missing,10833,0,0,10833,0,
blockui-1.0.211-1.21.1-snapshot.jar,blockui,assets/blockui/lang/en_us.json,,ok,missing,8,0,0,8,0,
bookshelf-neoforge-1.21.1-21.1.81.jar,bookshelf,assets/bookshelf/lang/en_us.json,,ok,missing,208,0,0,208,0,
borderless-neoforge-1.21.1-1.7.5_1-all.jar,borderless,assets/borderless/lang/en_us.json,,ok,missing,21,0,0,21,0,
botanypots-neoforge-1.21.1-21.1.44.jar,botanypots,assets/botanypots/lang/en_us.json,,ok,missing,238,0,0,238,0,
BrandonsCore-1.21.1-3.2.1.309.jar,brandonscore,assets/brandonscore/lang/en_us.json,,ok,missing,102,0,0,102,0,
BridgingMod-2.6.2+1.21.1.neoforge-release.jar,bridgingmod,assets/bridgingmod/lang/en_us.json,,ok,missing,96,0,0,96,0,
buildinggadgets2-1.3.9.jar,buildinggadgets2,assets/buildinggadgets2/lang/en_us.json,,ok,missing,112,0,0,112,0,
bwncr-neoforge-1.21.1-3.20.4.jar,bwncr,assets/bwncr/lang/en_us.json,,ok,missing,18,0,0,18,0,
cabletiers-neoforge-1.21.1-0.6.14.jar,cabletiers,assets/cabletiers/lang/en_us.json,,ok,missing,190,0,0,190,0,
caelus-neoforge-7.0.1+1.21.1.jar,caelus,assets/caelus/lang/en_us.json,assets/caelus/lang/ko_kr.json,ok,ok,2,1,1,1,0,
camol-1.21.1-0.3.1.jar,camol,assets/camol/lang/en_us.json,,ok,missing,10,0,0,10,0,
cc-tweaked-1.21.1-forge-1.113.1.jar,computercraft,assets/computercraft/lang/en_us.json,assets/computercraft/lang/ko_kr.json,ok,ok,235,137,137,98,0,
cc-tweaked-1.21.1-forge-1.120.2.jar,computercraft,assets/computercraft/lang/en_us.json,assets/computercraft/lang/ko_kr.json,ok,ok,235,135,135,100,0,
charginggadgets-1.14.1.jar,charginggadgets,assets/charginggadgets/lang/en_us.json,assets/charginggadgets/lang/ko_kr.json,ok,ok,5,5,5,0,0,
chipped-neoforge-1.21.1-4.0.2.jar,chipped,assets/chipped/lang/en_us.json,,ok,missing,7265,0,0,7265,0,
chisel-neoforge-2.0.1+mc1.21.1.jar,chisel,assets/chisel/lang/en_us.json,,ok,missing,2774,0,0,2774,0,
chromacarvings-1.21.1-0.2.0.jar,chromacarvings,assets/chromacarvings/lang/en_us.json,,ok,missing,65,0,0,65,0,
cloth-config-15.0.140-neoforge.jar,cloth-config2,assets/cloth-config2/lang/en_us.json,assets/cloth-config2/lang/ko_kr.json,ok,ok,49,49,49,0,0,
CloudGlass-1.21.1-1.0.2.jar,cloudglass,assets/cloudglass/lang/en_us.json,,ok,missing,17,0,0,17,0,
cobblegengalore-1.21.1-0.2.9.jar,cobblegengalore,assets/cobblegengalore/lang/en_us.json,,ok,missing,10,0,0,10,0,
CodeChickenLib-1.21.1-4.6.1.529.jar,codechickenlib,assets/codechickenlib/lang/en_us.json,,ok,missing,18,0,0,18,0,
colorfulhearts-neoforge-1.21.1-10.5.9.jar,colorfulhearts,assets/colorfulhearts/lang/en_us.json,,ok,missing,14,0,0,14,0,
colorwheel-neoforge-1.2.9+mc1.21.1.jar,colorwheel,assets/colorwheel/lang/en_us.json,,ok,missing,22,0,0,22,0,
comforts-neoforge-9.0.5+1.21.1.jar,comforts,assets/comforts/lang/en_us.json,assets/comforts/lang/ko_kr.json,ok,ok,83,83,83,0,0,
common-storage-lib-neoforge-1.21.1-0.0.10.jar,common_storage_lib,assets/common_storage_lib/lang/en_us.json,,ok,missing,3,0,0,3,0,
commoncapabilities-1.21.1-neoforge-2.11.5-363.jar,commoncapabilities,assets/commoncapabilities/lang/en_us.json,assets/commoncapabilities/lang/ko_kr.json,ok,ok,10,0,0,10,0,
compactmachines-neoforge-7.0.81.jar,compactmachines,assets/compactmachines/lang/en_us.json,,ok,missing,58,0,0,58,0,
connectedglass-1.1.14-neoforge-mc1.21.jar,connectedglass,assets/connectedglass/lang/en_us.json,assets/connectedglass/lang/ko_kr.json,ok,ok,120,120,119,1,1,
ConstructionSticks-1.21.1-1.4.2.jar,constructionstick,assets/constructionstick/lang/en_us.json,,ok,missing,142,0,0,142,0,
Controlling-neoforge-1.21.1-19.0.5.jar,controlling,assets/controlling/lang/en_us.json,assets/controlling/lang/ko_kr.json,ok,ok,12,10,10,2,0,
cookingforblockheads-neoforge-1.21.1-21.1.24.jar,cookingforblockheads,assets/cookingforblockheads/lang/en_us.json,assets/cookingforblockheads/lang/ko_kr.json,ok,ok,260,257,251,9,6,
cosmeticarmorreworked-1.21.1-v1-neoforge.jar,cosmeticarmorreworked,assets/cosmeticarmorreworked/lang/en_us.json,assets/cosmeticarmorreworked/lang/ko_kr.json,ok,ok,5,5,5,0,0,
crafting_on_a_stick-1.21.0.6.jar,crafting_on_a_stick,assets/crafting_on_a_stick/lang/en_us.json,assets/crafting_on_a_stick/lang/ko_kr.json,ok,ok,14,13,13,1,0,
craftingtweaks-neoforge-1.21.1-21.1.11.jar,craftingtweaks,assets/craftingtweaks/lang/en_us.json,,ok,missing,40,0,0,40,0,
crashutilities-9.0.4.jar,crashutilities,assets/crashutilities/lang/en_us.json,,ok,missing,4,0,0,4,0,
create-1.21.1-6.0.10.jar,create,assets/create/lang/en_us.json,assets/create/lang/ko_kr.json,ok,ok,3639,3619,3617,22,2,
create-enchantment-industry-2.5.3b.jar,create_dragons_plus,assets/create_dragons_plus/lang/en_us.json,,ok,missing,1,0,0,1,0,
create-enchantment-industry-2.5.3b.jar,create_enchantment_industry,assets/create_enchantment_industry/lang/en_us.json,,ok,missing,592,0,0,592,0,
create_aquatic_ambitions-1.21.1-2.0.4.jar,create_aquatic_ambitions,assets/create_aquatic_ambitions/lang/en_us.json,,ok,missing,39,0,0,39,0,
create_hypertube-0.6.0-NEOFORGE.jar,create_hypertube,assets/create_hypertube/lang/en_us.json,assets/create_hypertube/lang/ko_kr.json,ok,ok,64,50,50,14,0,
createaddition-1.7.0.jar,createaddition,assets/createaddition/lang/en_us.json,assets/createaddition/lang/ko_kr.json,ok,ok,262,237,237,25,0,
CreateDragonsPlus-1.11.7b.jar,create_dragons_plus,assets/create_dragons_plus/lang/en_us.json,,ok,missing,351,0,0,351,0,
CreeperOverhaul-neoforge-1.21.1-4.0.6.jar,creeperoverhaul,assets/creeperoverhaul/lang/en_us.json,assets/creeperoverhaul/lang/ko_kr.json,ok,ok,62,59,59,3,0,
cristellib-neoforge-1.21.1-3.1.7.jar,cristellib,assets/cristellib/lang/en_us.json,,ok,missing,4,0,0,4,0,
crystalix-3.0.0.jar,crystalix,assets/crystalix/lang/en_us.json,,ok,missing,59,0,0,59,0,
CTM-1.21-1.2.1+3.jar,ctm,assets/ctm/lang/en_us.json,,ok,missing,7,0,0,7,0,
Cucumber-1.21.1-8.0.16.jar,cucumber,assets/cucumber/lang/en_us.json,assets/cucumber/lang/ko_kr.json,ok,ok,16,12,12,4,0,
curios-neoforge-9.5.1+1.21.1.jar,curios,assets/curios/lang/en_us.json,assets/curios/lang/ko_kr.json,ok,ok,48,41,41,7,0,
cyclopscore-1.21.1-neoforge-1.29.3.jar,cyclopscore,assets/cyclopscore/lang/en_us.json,assets/cyclopscore/lang/ko_kr.json,ok,ok,42,0,0,42,0,
darkmodeeverywhere-neoforge-1.21.1-1.4.0.jar,darkmodeeverywhere,assets/darkmodeeverywhere/lang/en_us.json,,ok,missing,24,0,0,24,0,
deeperdarker-neoforge-1.21.1-1.4.1.jar,deeperdarker,assets/deeperdarker/lang/en_us.json,assets/deeperdarker/lang/ko_kr.json,ok,ok,369,212,210,159,2,
DimStorage-1.21.1-9.1.1.jar,dimstorage,assets/dimstorage/lang/en_us.json,assets/dimstorage/lang/ko_kr.json,ok,ok,36,34,30,6,4,
disenchanting_table-merged-1.21.1-5.0.2.jar,disenchanting_table,assets/disenchanting_table/lang/en_us.json,,ok,missing,2,0,0,2,0,
domum-ornamentum-1.0.234-snapshot-main.jar,domum_ornamentum,assets/domum_ornamentum/lang/en_us.json,,ok,missing,214,0,0,214,0,
Draconic-Evolution-1.21.1-3.1.4.632.jar,draconicevolution,assets/draconicevolution/lang/en_us.json,,ok,missing,735,0,0,735,0,
drippyloadingscreen_neoforge_3.1.5_MC_1.21.1.jar,drippyloadingscreen,assets/drippyloadingscreen/lang/en_us.json,,ok,missing,46,0,0,46,0,
dummmmmmy-neoforge-1.21-2.1.0.jar,dummmmmmy,assets/dummmmmmy/lang/en_us.json,assets/dummmmmmy/lang/ko_kr.json,ok,ok,7,7,7,0,0,
DungeonsArise-1.21.1-2.1.68-release.jar,dungeons_arise,assets/dungeons_arise/lang/en_us.json,,ok,missing,119,0,0,119,0,
dyenamics-1.21.1-3.4.2.jar,dyenamics,assets/dyenamics/lang/en_us.json,,ok,missing,253,0,0,253,0,
dyenamicsandfriends-1.21.1-2.2.2.jar,dyenamicsandfriends,assets/dyenamicsandfriends/lang/en_us.json,,ok,missing,2090,0,0,2090,0,
dysoncubeproject-1.0.5.jar,dysoncubeproject,assets/dysoncubeproject/lang/en_us.json,,ok,missing,34,0,0,34,0,
easy-villagers-neoforge-1.21.1-1.1.42.jar,easy_villagers,assets/easy_villagers/lang/en_us.json,assets/easy_villagers/lang/ko_kr.json,ok,ok,32,32,32,0,0,
elevatorid-neoforge-1.21.1-1.11.4.jar,elevatorid,assets/elevatorid/lang/en_us.json,assets/elevatorid/lang/ko_kr.json,ok,ok,29,24,24,5,0,
enchdesc-neoforge-1.21.1-21.1.11.jar,enchdesc,assets/enchdesc/lang/en_us.json,assets/enchdesc/lang/ko_kr.json,ok,ok,182,45,45,137,0,
enderdrives-neoforge-1.21.1-1.5.23.jar,enderdrives,assets/enderdrives/lang/en_us.json,,ok,missing,140,0,0,140,0,
enderio-8.2.11-beta.jar,enderio,assets/enderio/lang/en_us.json,assets/enderio/lang/ko_kr.json,ok,ok,605,605,605,0,0,
endermanoverhaul-neoforge-1.21.1-2.0.3.jar,endermanoverhaul,assets/endermanoverhaul/lang/en_us.json,,ok,missing,135,0,0,135,0,
EnderStorage-1.21.1-2.13.0.191.jar,enderstorage,assets/enderstorage/lang/en_us.json,assets/enderstorage/lang/ko_kr.json,ok,ok,8,8,8,0,0,
energymeter-neoforge-1.21.1-0.5.2.jar,energymeter,assets/energymeter/lang/en_us.json,,ok,missing,64,0,0,64,0,
entangled-1.3.21-neoforge-mc1.21.jar,entangled,assets/entangled/lang/en_us.json,assets/entangled/lang/ko_kr.json,ok,ok,24,21,19,5,2,
eternalstarlight-0.9.0+1.21.1+neoforge.jar,eternal_starlight,assets/eternal_starlight/lang/en_us.json,,ok,missing,1810,0,0,1810,0,
everythingcopper-1.21.1-2.4.5.jar,everythingcopper,assets/everythingcopper/lang/en_us.json,,ok,missing,356,0,0,356,0,
evilcraft-1.21.1-neoforge-1.2.94.jar,evilcraft,assets/evilcraft/lang/en_us.json,assets/evilcraft/lang/ko_kr.json,ok,ok,628,0,0,628,0,
evilcraft-1.21.1-neoforge-1.2.94.jar,evilcraftcompat,assets/evilcraftcompat/lang/en_us.json,assets/evilcraftcompat/lang/ko_kr.json,ok,ok,29,0,0,29,0,
expandedae-2.1.1.jar,expandedae,assets/expandedae/lang/en_us.json,,ok,missing,69,0,0,69,0,
ExplorersCompass-1.21.1-3.4.0-neoforge.jar,explorerscompass,assets/explorerscompass/lang/en_us.json,,ok,missing,68,0,0,68,0,
extended-industrialization-1.16.2-1.21.1.jar,extended_industrialization,assets/extended_industrialization/lang/en_us.json,,ok,missing,333,0,0,333,0,
ExtendedAE-1.21-2.2.35-neoforge.jar,extendedae,assets/extendedae/lang/en_us.json,assets/extendedae/lang/ko_kr.json,ok,ok,253,78,78,175,0,
ExtraDisks-1.21.1-4.0.15.jar,extradisks,assets/extradisks/lang/en_us.json,assets/extradisks/lang/ko_kr.json,ok,ok,127,46,46,81,0,
ExtraStorage-1.21.1-5.0.10.jar,extrastorage,assets/extrastorage/lang/en_us.json,assets/extrastorage/lang/ko_kr.json,ok,ok,46,44,32,14,12,
ExtremeReactors2-1.21.1-2.4.28.jar,bigreactors,assets/bigreactors/lang/en_us.json,,ok,missing,522,0,0,522,0,
ExtremeSoundMuffler-3.56_NeoForge-1.21.jar,extremesoundmuffler,assets/extremesoundmuffler/lang/en_us.json,,ok,missing,77,0,0,77,0,
factory_blocks-neoforge-1.4.0+mc1.21.1.jar,factory_blocks,assets/factory_blocks/lang/en_us.json,,ok,missing,101,0,0,101,0,
fancymenu_neoforge_3.9.12_MC_1.21.1.jar,fancymenu,assets/fancymenu/lang/en_us.json,assets/fancymenu/lang/ko_kr.json,ok,ok,3368,3367,3367,1,0,
FarmersDelight-1.21.1-1.3.3.jar,farmersdelight,assets/farmersdelight/lang/en_us.json,assets/farmersdelight/lang/ko_kr.json,ok,ok,479,479,479,0,0,
farmingforblockheads-neoforge-1.21.1-21.1.13.jar,farmingforblockheads,assets/farmingforblockheads/lang/en_us.json,assets/farmingforblockheads/lang/ko_kr.json,ok,ok,55,33,21,34,12,
FastWorkbench-1.21.1-9.1.3.jar,fastbench,assets/fastbench/lang/en_us.json,,ok,missing,7,0,0,7,0,
fireproofboats-1.21.1-1.0.4.jar,fireproofboats,assets/fireproofboats/lang/en_us.json,,ok,missing,4,0,0,4,0,
FluxNetworks-1.21.1-8.0.0.jar,fluxnetworks,assets/fluxnetworks/lang/en_us.json,,ok,missing,123,0,0,123,0,
forbidden_arcanus-2.6.1.jar,forbidden_arcanus,assets/forbidden_arcanus/lang/en_us.json,,ok,missing,288,0,0,288,0,
formations-1.0.4-neoforge-mc1.21.jar,formations,assets/formations/lang/en_us.json,,ok,missing,35,0,0,35,0,
FramedBlocks-10.6.1.jar,framedblocks,assets/framedblocks/lang/en_us.json,,ok,missing,436,0,0,436,0,
ftb-chunks-neoforge-2101.1.21.jar,ftbchunks,assets/ftbchunks/lang/en_us.json,assets/ftbchunks/lang/ko_kr.json,ok,ok,344,74,58,286,16,
ftb-essentials-neoforge-2101.1.10.jar,ftbessentials,assets/ftbessentials/lang/en_us.json,,ok,missing,94,0,0,94,0,
ftb-filter-system-neoforge-21.1.4.jar,ftbfiltersystem,assets/ftbfiltersystem/lang/en_us.json,,ok,missing,65,0,0,65,0,
ftb-jei-extras-21.1.7.jar,ftbjeiextras,assets/ftbjeiextras/lang/en_us.json,,ok,missing,0,0,0,0,0,
ftb-library-neoforge-2101.1.35.jar,ftblibrary,assets/ftblibrary/lang/en_us.json,,ok,missing,113,0,0,113,0,
ftb-quests-neoforge-2101.1.34.jar,ftbquests,assets/ftbquests/lang/en_us.json,,ok,missing,768,0,0,768,0,
ftb-teams-neoforge-2101.1.11.jar,ftbteams,assets/ftbteams/lang/en_us.json,assets/ftbteams/lang/ko_kr.json,ok,ok,112,27,27,85,0,
ftb-ultimine-neoforge-2101.1.15.jar,ftbultimine,assets/ftbultimine/lang/en_us.json,assets/ftbultimine/lang/ko_kr.json,ok,ok,89,17,17,72,0,
ftb-xmod-compat-neoforge-21.1.11.jar,ftbxmodcompat,assets/ftbxmodcompat/lang/en_us.json,,ok,missing,0,0,0,0,0,
ftbquestslangsplitter-1.0.7.jar,ftbquestslangsplitter,assets/ftbquestslangsplitter/lang/en_us.json,,ok,missing,13,0,0,13,0,
functionalstorage-1.21.1-1.5.8.jar,functionalstorage,assets/functionalstorage/lang/en_us.json,assets/functionalstorage/lang/ko_kr.json,ok,ok,162,157,157,5,0,
fusion-1.3.14a-neoforge-mc1.21.1.jar,fusion,assets/fusion/lang/en_us.json,,ok,missing,8,0,0,8,0,
fzzy_config-0.7.6+1.21+neoforge.jar,fzzy_config,assets/fzzy_config/lang/en_us.json,,ok,missing,287,0,0,287,0,
